word1,word2,similarity_out_of_50,similarity
mist,morning,33.0,6.6
feathers,gull,33.0,6.6
gull,stork,33.0,6.6
dusk,morning,33.0,6.6
guitar,played,33.0,6.6
bloom,violet,33.0,6.6
mallard,stork,33.0,6.6
band,piano,33.0,6.6
glittering,sky,33.0,6.6
orange,pink,33.0,6.6
potatoes,soup,33.0,6.6
grey,violet,33.0,6.6
construction,demolition,33.0,6.6
scenery,valley,33.0,6.6
morning,sky,33.0,6.6
beach,cliff,33.0,6.6
storm,tropical,33.0,6.6
black,pink,33.0,6.6
hat,jacket,33.0,6.6
dragonfly,hummingbird,33.0,6.6
pink,white,33.0,6.6
blue,yellow,33.0,6.6
cold,hot,33.0,6.6
flowers,pink,33.0,6.6
bright,star,33.0,6.6
restaurant,sushi,33.0,6.6
guitar,keyboard,33.0,6.6
diner,sushi,33.0,6.6
furniture,room,33.0,6.6
desert,scenery,33.0,6.6
cafe,dinner,33.0,6.6
bakery,cafe,33.0,6.6
flamingo,pelican,33.0,6.6
salad,sandwich,33.0,6.6
bright,dark,33.0,6.6
building,floor,33.0,6.6
bacon,eat,33.0,6.6
apartment,floor,33.0,6.6
railway,underground,33.0,6.6
lips,smile,33.0,6.6
fungi,plant,33.0,6.6
breakfast,diner,33.0,6.6
feathers,pelican,33.0,6.6
bath,hot,33.0,6.6
arch,roof,33.0,6.6
game,match,33.0,6.6
metro,rail,33.0,6.6
decoration,wood,33.0,6.6
building,demolition,33.0,6.6
art,collage,33.0,6.6
ship,sunk,33.0,6.6
grey,purple,33.0,6.6
garden,lawn,33.0,6.6
orange,violet,33.0,6.6
ivy,oak,33.0,6.6
dog,licking,33.0,6.6
dawn,sunny,33.0,6.6
fun,kids,33.0,6.6
lunch,restaurant,33.0,6.6
metro,underground,33.0,6.6
eat,strawberry,33.0,6.6
foliage,rose,33.0,6.6
evening,sleep,33.0,6.6
construction,interior,33.0,6.6
weather,wet,33.0,6.6
fruit,nuts,33.0,6.6
car,park,33.0,6.6
ink,pencil,32.0,6.4
frost,wet,32.0,6.4
mural,work,32.0,6.4
berry,blossom,32.0,6.4
decoration,lighting,32.0,6.4
man,muscle,32.0,6.4
dripping,puddle,32.0,6.4
porch,stairs,32.0,6.4
brown,red,32.0,6.4
iron,rusty,32.0,6.4
apartment,bedroom,32.0,6.4
foliage,lily,32.0,6.4
face,happy,32.0,6.4
airport,traffic,32.0,6.4
rain,wind,32.0,6.4
handwriting,sketch,32.0,6.4
city,living,32.0,6.4
rain,sunny,32.0,6.4
blonde,haircut,32.0,6.4
abandoned,ruins,32.0,6.4
black,yellow,32.0,6.4
bacon,cooking,32.0,6.4
dragonfly,pond,32.0,6.4
ceiling,staircase,32.0,6.4
morning,time,32.0,6.4
potatoes,sweet,32.0,6.4
day,sunny,32.0,6.4
hotel,house,32.0,6.4
guy,haircut,32.0,6.4
mud,sand,32.0,6.4
staircase,wall,32.0,6.4
brown,white,32.0,6.4
dinner,sitting,32.0,6.4
evening,morning,32.0,6.4
bench,sitting,32.0,6.4
hummingbird,pelican,32.0,6.4
bike,chopper,32.0,6.4
foliage,tulip,32.0,6.4
bar,cafe,32.0,6.4
autumn,sunshine,32.0,6.4
potatoes,tomato,32.0,6.4
scenery,trail,32.0,6.4
jacket,skirt,32.0,6.4
construction,skyscraper,32.0,6.4
chicken,lamb,32.0,6.4
grey,orange,32.0,6.4
bikini,lake,32.0,6.4
carrots,soup,32.0,6.4
bar,diner,32.0,6.4
dessert,frozen,32.0,6.4
cooking,diner,32.0,6.4
violet,white,32.0,6.4
apple,dessert,32.0,6.4
cooking,noodles,32.0,6.4
born,son,32.0,6.4
insects,lizard,32.0,6.4
foliage,twigs,32.0,6.4
outdoor,pool,32.0,6.4
morning,sunset,32.0,6.4
escalator,subway,32.0,6.4
bacon,soup,32.0,6.4
berry,sweet,32.0,6.4
grey,pink,32.0,6.4
rain,sunshine,32.0,6.4
game,played,32.0,6.4
cocktail,dinner,32.0,6.4
building,concrete,32.0,6.4
street,town,32.0,6.4
friends,love,32.0,6.4
festival,musicians,32.0,6.4
berry,twigs,32.0,6.4
ball,dropped,31.0,6.2
black,violet,31.0,6.2
hawk,wild,31.0,6.2
cooking,salad,31.0,6.2
floor,staircase,31.0,6.2
lawn,patio,31.0,6.2
guy,sports,31.0,6.2
blossom,purple,31.0,6.2
cold,rain,31.0,6.2
reptiles,wild,31.0,6.2
glittering,sunshine,31.0,6.2
room,staircase,31.0,6.2
mammals,wild,31.0,6.2
interior,painted,31.0,6.2
forest,frog,31.0,6.2
ceiling,window,31.0,6.2
coast,sailing,31.0,6.2
relaxed,sitting,31.0,6.2
fungi,moss,31.0,6.2
interior,staircase,31.0,6.2
bride,photographer,31.0,6.2
dirt,racing,31.0,6.2
frozen,raspberry,31.0,6.2
boys,school,31.0,6.2
brown,violet,31.0,6.2
played,stadium,31.0,6.2
chapel,graveyard,31.0,6.2
dew,frost,31.0,6.2
dark,grey,31.0,6.2
desert,mountain,31.0,6.2
berry,purple,31.0,6.2
collage,illustrations,31.0,6.2
cold,wet,31.0,6.2
burger,cooking,31.0,6.2
day,evening,31.0,6.2
jean,shirt,31.0,6.2
blue,white,31.0,6.2
giraffe,lion,31.0,6.2
dandelion,foliage,31.0,6.2
birds,reptiles,31.0,6.2
bathroom,floor,31.0,6.2
love,smile,31.0,6.2
small,village,31.0,6.2
hat,jean,31.0,6.2
bright,orange,31.0,6.2
buds,fruit,31.0,6.2
fell,tears,31.0,6.2
food,fruit,31.0,6.2
red,white,31.0,6.2
collage,exhibition,31.0,6.2
orange,raspberry,31.0,6.2
hat,outfit,31.0,6.2
hockey,played,31.0,6.2
berry,eat,31.0,6.2
bag,pillow,31.0,6.2
bread,salad,31.0,6.2
bathroom,ceiling,31.0,6.2
bacon,burger,31.0,6.2
ceramic,floor,31.0,6.2
fun,relaxed,31.0,6.2
dawn,misty,31.0,6.2
hot,weather,31.0,6.2
pepper,potatoes,31.0,6.2
pink,red,31.0,6.2
interior,roof,31.0,6.2
cute,kids,31.0,6.2
vine,wine,31.0,6.2
skyline,tower,31.0,6.2
pets,terrier,31.0,6.2
girls,sexy,31.0,6.2
downtown,subway,31.0,6.2
jump,leg,31.0,6.2
dessert,salad,31.0,6.2
shirt,socks,31.0,6.2
exhibition,painting,31.0,6.2
boardwalk,trail,31.0,6.2
apple,blossom,31.0,6.2
hawk,mallard,31.0,6.2
hand,stand,31.0,6.2
flowers,yellow,31.0,6.2
floor,porch,31.0,6.2
dripping,washing,31.0,6.2
foliage,ivy,31.0,6.2
cliff,waterfall,30.0,6.0
foliage,fruit,30.0,6.0
orange,white,30.0,6.0
station,underground,30.0,6.0
foliage,yellow,30.0,6.0
dude,friends,30.0,6.0
forest,tropical,30.0,6.0
rain,sun,30.0,6.0
belly,dance,30.0,6.0
man,sexy,30.0,6.0
colorful,outfit,30.0,6.0
reptiles,rodents,30.0,6.0
burger,salad,30.0,6.0
fruit,sweet,30.0,6.0
flamingo,mallard,30.0,6.0
garage,kitchen,30.0,6.0
roof,stairs,30.0,6.0
club,hockey,30.0,6.0
house,staircase,30.0,6.0
feel,kiss,30.0,6.0
bright,red,30.0,6.0
lake,valley,30.0,6.0
door,patio,30.0,6.0
apartment,kitchen,30.0,6.0
grey,yellow,30.0,6.0
chicken,salad,30.0,6.0
punk,rock,30.0,6.0
bloom,twigs,30.0,6.0
blonde,wig,30.0,6.0
cold,water,30.0,6.0
blurred,lens,30.0,6.0
door,porch,30.0,6.0
foliage,orchids,30.0,6.0
door,interior,30.0,6.0
female,makeup,30.0,6.0
cloud,sunlight,30.0,6.0
beach,pebbles,30.0,6.0
bright,yellow,30.0,6.0
bed,floor,30.0,6.0
cherry,dessert,30.0,6.0
misty,sunrise,30.0,6.0
dark,shade,30.0,6.0
railroad,underground,30.0,6.0
cafe,donut,30.0,6.0
musicians,punk,30.0,6.0
memorial,people,30.0,6.0
stop,time,30.0,6.0
glittering,star,30.0,6.0
fun,idea,30.0,6.0
band,uniform,30.0,6.0
insects,plant,30.0,6.0
bedroom,kitchen,30.0,6.0
harbour,scenery,30.0,6.0
collage,painting,30.0,6.0
mist,sky,30.0,6.0
dawn,sunshine,30.0,6.0
costumes,shirt,30.0,6.0
mud,water,30.0,6.0
blossom,violet,30.0,6.0
fishing,shore,30.0,6.0
cloud,sunny,30.0,6.0
shade,sunlight,30.0,6.0
friends,smile,30.0,6.0
bacon,salad,30.0,6.0
pod,round,30.0,6.0
flowers,fruit,30.0,6.0
abstract,museum,30.0,6.0
door,stairs,30.0,6.0
feet,tall,30.0,6.0
cooking,fruit,30.0,6.0
burger,soup,30.0,6.0
match,played,30.0,6.0
cattle,goats,29.0,5.8
camera,theatre,29.0,5.8
flowers,wild,29.0,5.8
licking,lips,29.0,5.8
lunch,tea,29.0,5.8
berry,dessert,29.0,5.8
downtown,shopping,29.0,5.8
kitchen,washing,29.0,5.8
petals,twigs,29.0,5.8
happy,kids,29.0,5.8
amphibians,birds,29.0,5.8
cold,sunny,29.0,5.8
meat,soup,29.0,5.8
camel,desert,29.0,5.8
foliage,shade,29.0,5.8
restaurant,room,29.0,5.8
couple,family,29.0,5.8
birds,mammals,29.0,5.8
arch,porch,29.0,5.8
kitty,licking,29.0,5.8
blossom,ivy,29.0,5.8
grey,red,29.0,5.8
bright,pink,29.0,5.8
bay,cliff,29.0,5.8
door,staircase,29.0,5.8
chess,toys,29.0,5.8
gull,hummingbird,29.0,5.8
beauty,peacock,29.0,5.8
boardwalk,park,29.0,5.8
city,ruins,29.0,5.8
bay,swim,29.0,5.8
daisy,foliage,29.0,5.8
apartment,bathroom,29.0,5.8
flowers,purple,29.0,5.8
hill,path,29.0,5.8
match,stadium,29.0,5.8
monument,ruins,29.0,5.8
dark,white,29.0,5.8
ancient,city,29.0,5.8
licking,puppy,29.0,5.8
metal,punk,29.0,5.8
hotel,relaxed,29.0,5.8
nuts,sunflower,29.0,5.8
hot,wet,29.0,5.8
glass,vinyl,29.0,5.8
foliage,moss,29.0,5.8
coast,scenery,29.0,5.8
bacon,bread,29.0,5.8
brick,roof,29.0,5.8
wet,winter,29.0,5.8
dark,silhouette,29.0,5.8
bacon,dessert,29.0,5.8
floor,stairs,29.0,5.8
day,lunch,29.0,5.8
line,lunch,29.0,5.8
room,sitting,29.0,5.8
interior,outdoor,29.0,5.8
shirt,white,29.0,5.8
licking,paws,29.0,5.8
brown,pink,29.0,5.8
friends,fun,29.0,5.8
city,downtown,29.0,5.8
pool,relaxed,28.0,5.6
birds,dragonfly,28.0,5.6
bacon,tomato,28.0,5.6
dandelion,seed,28.0,5.6
purple,shade,28.0,5.6
bacon,pepper,28.0,5.6
dark,purple,28.0,5.6
door,floor,28.0,5.6
sidewalk,street,28.0,5.6
bacon,sandwich,28.0,5.6
petals,pink,28.0,5.6
colour,dark,28.0,5.6
brick,staircase,28.0,5.6
fog,sunny,28.0,5.6
valley,waterfall,28.0,5.6
rice,soup,28.0,5.6
patio,pool,28.0,5.6
patio,sitting,28.0,5.6
river,scenery,28.0,5.6
beard,blonde,28.0,5.6
nest,stork,28.0,5.6
carrots,pepper,28.0,5.6
collage,painted,28.0,5.6
jump,swimming,28.0,5.6
chapel,gravestone,28.0,5.6
feel,smile,28.0,5.6
flag,stripes,28.0,5.6
harbour,town,28.0,5.6
guitar,punk,28.0,5.6
scenery,sunny,28.0,5.6
christmas,valentine,28.0,5.6
bloom,pink,28.0,5.6
born,daughter,28.0,5.6
insects,rodents,28.0,5.6
bedroom,floor,28.0,5.6
stairs,wall,28.0,5.6
chapel,ruins,28.0,5.6
beef,tomato,28.0,5.6
doodle,scratch,28.0,5.6
daffodils,purple,28.0,5.6
lake,scenery,28.0,5.6
roof,staircase,28.0,5.6
boys,living,28.0,5.6
chain,store,28.0,5.6
coast,hill,28.0,5.6
mushrooms,pepper,28.0,5.6
porch,window,28.0,5.6
hot,water,28.0,5.6
socks,white,28.0,5.6
arch,bridge,28.0,5.6
dessert,raspberry,28.0,5.6
brick,ceiling,28.0,5.6
scenery,sunshine,28.0,5.6
city,square,28.0,5.6
stand,walk,28.0,5.6
evening,fun,28.0,5.6
happy,sexy,28.0,5.6
burger,mac,28.0,5.6
painted,sculpture,28.0,5.6
misty,morning,28.0,5.6
frost,rain,28.0,5.6
color,shade,28.0,5.6
bacon,potatoes,28.0,5.6
patio,stairs,28.0,5.6
hot,washing,27.0,5.4
button,stickers,27.0,5.4
cute,happy,27.0,5.4
happy,tears,27.0,5.4
pepper,soup,27.0,5.4
alley,racing,27.0,5.4
smile,tears,27.0,5.4
train,underground,27.0,5.4
blonde,curled,27.0,5.4
flamingo,mammals,27.0,5.4
porch,staircase,27.0,5.4
ford,river,27.0,5.4
room,stairs,27.0,5.4
face,glittering,27.0,5.4
nest,reptiles,27.0,5.4
sailing,sunk,27.0,5.4
floor,kitchen,27.0,5.4
cottage,garden,27.0,5.4
day,weather,27.0,5.4
amphibians,insects,27.0,5.4
eat,sweet,27.0,5.4
pregnant,round,27.0,5.4
brown,feathers,27.0,5.4
bed,sitting,27.0,5.4
bike,rally,27.0,5.4
apartment,patio,27.0,5.4
cooking,dessert,27.0,5.4
lily,purple,27.0,5.4
kitchen,patio,27.0,5.4
line,subway,27.0,5.4
breakfast,room,27.0,5.4
gull,reptiles,27.0,5.4
dirty,rusty,27.0,5.4
bath,bedroom,27.0,5.4
cottage,patio,27.0,5.4
misty,sunshine,27.0,5.4
band,metal,27.0,5.4
skyline,tall,27.0,5.4
berry,foliage,27.0,5.4
mushrooms,salad,27.0,5.4
abandoned,soldiers,27.0,5.4
bath,kitchen,27.0,5.4
sitting,stop,27.0,5.4
outdoor,swimming,27.0,5.4
ruins,stone,27.0,5.4
building,sidewalk,27.0,5.4
fell,stop,27.0,5.4
cloud,ripples,27.0,5.4
cliff,scenery,27.0,5.4
salad,strawberry,27.0,5.4
graveyard,ruins,27.0,5.4
pepper,tomato,27.0,5.4
line,metro,27.0,5.4
birds,wild,27.0,5.4
hill,road,27.0,5.4
cliff,harbour,27.0,5.4
clothes,sexy,27.0,5.4
baseball,club,27.0,5.4
petals,purple,27.0,5.4
collar,skirt,27.0,5.4
cottage,sleep,27.0,5.4
match,round,27.0,5.4
kitchen,stairs,27.0,5.4
church,graveyard,27.0,5.4
lighthouse,wall,27.0,5.4
kitchen,sitting,27.0,5.4
dawn,spring,27.0,5.4
hot,spring,27.0,5.4
flowers,weather,27.0,5.4
children,fun,27.0,5.4
evening,walk,27.0,5.4
cliff,sea,27.0,5.4
cold,mist,27.0,5.4
station,theatre,27.0,5.4
dusk,misty,27.0,5.4
friends,lady,27.0,5.4
mountain,sea,26.0,5.2
escalator,metro,26.0,5.2
living,old,26.0,5.2
friends,guy,26.0,5.2
theatre,tv,26.0,5.2
ceiling,kitchen,26.0,5.2
nature,snowman,26.0,5.2
coins,tickets,26.0,5.2
plane,sailing,26.0,5.2
sea,sunk,26.0,5.2
bench,boardwalk,26.0,5.2
happy,kiss,26.0,5.2
bath,bed,26.0,5.2
restaurant,shopping,26.0,5.2
canine,run,26.0,5.2
lunch,sitting,26.0,5.2
bus,rail,26.0,5.2
frog,tropical,26.0,5.2
bathroom,bed,26.0,5.2
goose,wolf,26.0,5.2
happy,mom,26.0,5.2
black,painted,26.0,5.2
glittering,scenery,26.0,5.2
beef,salad,26.0,5.2
construction,downtown,26.0,5.2
parking,underground,26.0,5.2
park,skate,26.0,5.2
apartment,pool,26.0,5.2
flood,line,26.0,5.2
marble,wall,26.0,5.2
hummingbird,tropical,26.0,5.2
palace,ruins,26.0,5.2
panda,pigs,26.0,5.2
frost,shade,26.0,5.2
cherry,sweet,26.0,5.2
carrots,fruit,26.0,5.2
brick,skyscraper,26.0,5.2
collage,sculpture,26.0,5.2
fruit,potatoes,26.0,5.2
grey,stripes,26.0,5.2
patio,room,26.0,5.2
fun,sexy,26.0,5.2
blue,fabric,26.0,5.2
guy,sexy,26.0,5.2
guitar,track,26.0,5.2
misty,scenery,26.0,5.2
kitchen,porch,26.0,5.2
sweet,wine,26.0,5.2
cute,guy,26.0,5.2
bedroom,relaxed,26.0,5.2
hummingbird,insects,26.0,5.2
hill,horizon,26.0,5.2
beef,pepper,26.0,5.2
hand,left,26.0,5.2
beef,deer,26.0,5.2
frog,whale,26.0,5.2
bright,shade,26.0,5.2
cooking,frozen,26.0,5.2
festival,gate,26.0,5.2
interior,object,25.0,5.0
bathroom,sitting,25.0,5.0
smoke,sun,25.0,5.0
crochet,jewelry,25.0,5.0
architecture,skyline,25.0,5.0
cold,puddle,25.0,5.0
blurred,eyes,25.0,5.0
guy,sleep,25.0,5.0
baseball,shirt,25.0,5.0
amphibians,pelican,25.0,5.0
shade,violet,25.0,5.0
green,shade,25.0,5.0
evening,sunny,25.0,5.0
blue,stripes,25.0,5.0
patio,staircase,25.0,5.0
puddle,street,25.0,5.0
eyes,smile,25.0,5.0
canine,licking,25.0,5.0
outfit,punk,25.0,5.0
dragonfly,reptiles,25.0,5.0
mist,sunshine,25.0,5.0
castle,ruins,25.0,5.0
angel,sculpture,25.0,5.0
buds,ivy,25.0,5.0
chicken,mammals,25.0,5.0
family,living,25.0,5.0
carrots,sunflower,25.0,5.0
interior,stairs,25.0,5.0
craft,game,25.0,5.0
valley,village,25.0,5.0
brown,gull,25.0,5.0
decoration,tulip,25.0,5.0
buds,pink,25.0,5.0
dessert,orange,25.0,5.0
mammals,reptiles,25.0,5.0
cute,sexy,25.0,5.0
relaxed,scenery,25.0,5.0
blue,bright,25.0,5.0
cold,misty,25.0,5.0
floor,skyscraper,25.0,5.0
coast,valley,25.0,5.0
ceiling,stairs,25.0,5.0
couple,living,25.0,5.0
red,stripes,25.0,5.0
sing,written,25.0,5.0
hanging,stand,25.0,5.0
meat,pepper,25.0,5.0
insects,mammals,25.0,5.0
track,vinyl,25.0,5.0
show,sketch,25.0,5.0
clothes,cute,25.0,5.0
harbour,sunk,25.0,5.0
dude,sexy,25.0,5.0
blue,shade,25.0,5.0
garden,house,25.0,5.0
crane,wild,25.0,5.0
feel,tears,24.0,4.8
bar,relaxed,24.0,4.8
breakfast,sleep,24.0,4.8
shore,valley,24.0,4.8
amphibians,wild,24.0,4.8
door,kitchen,24.0,4.8
sexy,smile,24.0,4.8
stripes,white,24.0,4.8
family,males,24.0,4.8
hummingbird,mammals,24.0,4.8
amphibians,dragonfly,24.0,4.8
rice,yellow,24.0,4.8
happy,time,24.0,4.8
line,street,24.0,4.8
black,skirt,24.0,4.8
porch,wall,24.0,4.8
dropped,hanging,24.0,4.8
mist,sunny,24.0,4.8
pepper,strawberry,24.0,4.8
ruins,skyline,24.0,4.8
nude,painting,24.0,4.8
diner,patio,24.0,4.8
bridge,ford,24.0,4.8
blonde,cute,24.0,4.8
morning,weather,24.0,4.8
dress,match,24.0,4.8
fungi,rust,24.0,4.8
stripes,yellow,24.0,4.8
chapel,tower,24.0,4.8
feathers,wild,24.0,4.8
cake,christmas,24.0,4.8
bright,raspberry,24.0,4.8
harbor,sunk,24.0,4.8
barn,owl,24.0,4.8
daisy,purple,24.0,4.8
frost,grass,24.0,4.8
blue,shirt,24.0,4.8
posted,view,24.0,4.8
hawk,mammals,24.0,4.8
garden,kitchen,24.0,4.8
bright,purple,24.0,4.8
cute,haircut,24.0,4.8
hawk,reptiles,24.0,4.8
fun,lego,24.0,4.8
snow,sunshine,24.0,4.8
bloom,purple,24.0,4.8
family,female,24.0,4.8
orange,salad,24.0,4.8
architecture,shade,24.0,4.8
bedroom,stairs,24.0,4.8
hill,town,24.0,4.8
bread,dessert,24.0,4.8
cathedral,step,24.0,4.8
bedroom,staircase,24.0,4.8
shore,town,24.0,4.8
bench,game,24.0,4.8
mist,sunlight,24.0,4.8
fountain,marble,24.0,4.8
makeup,reflection,24.0,4.8
cocktail,relaxed,24.0,4.8
sketch,texture,24.0,4.8
deer,elephant,24.0,4.8
bed,ceiling,24.0,4.8
evening,relaxed,24.0,4.8
berry,ivy,24.0,4.8
ruins,village,24.0,4.8
cafe,street,24.0,4.8
palm,twigs,24.0,4.8
frost,spring,24.0,4.8
daisy,pink,24.0,4.8
dirty,hand,24.0,4.8
arch,wall,24.0,4.8
porch,room,24.0,4.8
cottage,scenery,24.0,4.8
fruit,meat,24.0,4.8
cute,smile,24.0,4.8
bath,floor,24.0,4.8
old,town,24.0,4.8
skirt,white,24.0,4.8
glittering,misty,23.0,4.6
fire,sand,23.0,4.6
sitting,staircase,23.0,4.6
blue,dark,23.0,4.6
nails,rusty,23.0,4.6
ceiling,marble,23.0,4.6
basket,dinner,23.0,4.6
card,party,23.0,4.6
bright,foliage,23.0,4.6
cold,dripping,23.0,4.6
lamb,snow,23.0,4.6
cafe,relaxed,23.0,4.6
cathedral,ruins,23.0,4.6
hill,river,23.0,4.6
friends,night,23.0,4.6
orange,shade,23.0,4.6
living,males,23.0,4.6
coffee,lunch,23.0,4.6
key,palace,23.0,4.6
shop,show,23.0,4.6
burger,dessert,23.0,4.6
morning,relaxed,23.0,4.6
craft,note,23.0,4.6
dessert,sandwich,23.0,4.6
dirty,feel,23.0,4.6
beer,patio,23.0,4.6
eat,frozen,23.0,4.6
brick,porch,23.0,4.6
ceiling,door,23.0,4.6
deer,insects,23.0,4.6
happy,home,23.0,4.6
rock,track,23.0,4.6
footprint,tiles,23.0,4.6
exhibition,work,23.0,4.6
city,lamp,23.0,4.6
cute,lady,23.0,4.6
shade,white,23.0,4.6
beauty,orchids,23.0,4.6
hummingbird,rodents,23.0,4.6
haircut,sexy,23.0,4.6
arch,concrete,23.0,4.6
airport,asphalt,23.0,4.6
air,dew,23.0,4.6
pregnancy,sitting,23.0,4.6
frost,plant,23.0,4.6
forest,hummingbird,23.0,4.6
kiss,smile,23.0,4.6
eat,rabbit,23.0,4.6
autumn,shade,23.0,4.6
guy,kids,23.0,4.6
fell,love,23.0,4.6
oak,rose,23.0,4.6
city,fireworks,23.0,4.6
lamb,mother,23.0,4.6
cone,diamond,23.0,4.6
concrete,school,23.0,4.6
scenery,sketch,23.0,4.6
face,guy,23.0,4.6
scenery,shore,23.0,4.6
daisy,gravestone,23.0,4.6
field,skyscraper,23.0,4.6
leather,rope,23.0,4.6
sunk,sunset,23.0,4.6
amphibians,brown,23.0,4.6
evening,misty,23.0,4.6
miniature,painting,23.0,4.6
dessert,wine,23.0,4.6
foliage,tall,23.0,4.6
evening,lunch,23.0,4.6
dark,orange,23.0,4.6
dessert,lunch,23.0,4.6
misty,mountain,23.0,4.6
boys,hand,23.0,4.6
dessert,soup,23.0,4.6
blue,skirt,22.0,4.4
dark,pink,22.0,4.4
interior,patio,22.0,4.4
sunny,wet,22.0,4.4
camera,painting,22.0,4.4
automobile,police,22.0,4.4
boardwalk,evening,22.0,4.4
guy,smile,22.0,4.4
sitting,time,22.0,4.4
pink,skirt,22.0,4.4
ivy,wall,22.0,4.4
rock,sing,22.0,4.4
action,truck,22.0,4.4
hill,shore,22.0,4.4
happy,morning,22.0,4.4
demolition,skyscraper,22.0,4.4
happy,idea,22.0,4.4
hummingbird,reptiles,22.0,4.4
breakfast,sitting,22.0,4.4
light,sleep,22.0,4.4
cute,feel,22.0,4.4
beads,gold,22.0,4.4
clothes,haircut,22.0,4.4
evening,sunshine,22.0,4.4
foliage,violet,22.0,4.4
cathedral,interior,22.0,4.4
posted,quote,22.0,4.4
mammals,pelican,22.0,4.4
escalator,underground,22.0,4.4
band,outfit,22.0,4.4
church,interior,22.0,4.4
market,sushi,22.0,4.4
grey,rusty,22.0,4.4
arch,brick,22.0,4.4
feel,sleep,22.0,4.4
insects,twigs,22.0,4.4
colorful,toys,22.0,4.4
cherry,vine,22.0,4.4
dessert,noodles,22.0,4.4
black,pencil,22.0,4.4
band,track,22.0,4.4
happy,sleep,22.0,4.4
skate,vehicle,22.0,4.4
dessert,rice,22.0,4.4
movie,shopping,22.0,4.4
shade,twigs,22.0,4.4
frost,sunny,22.0,4.4
misty,sky,22.0,4.4
misty,sunset,22.0,4.4
black,stripes,22.0,4.4
church,porch,22.0,4.4
morning,smile,22.0,4.4
autumn,frost,22.0,4.4
bath,patio,22.0,4.4
person,stairs,22.0,4.4
pumpkin,valley,22.0,4.4
dark,pod,22.0,4.4
children,living,22.0,4.4
orchids,patio,22.0,4.4
shade,yellow,21.0,4.2
dirty,dripping,21.0,4.2
key,stone,21.0,4.2
people,stairs,21.0,4.2
bathroom,staircase,21.0,4.2
dome,interior,21.0,4.2
breakfast,hotel,21.0,4.2
bike,patio,21.0,4.2
female,old,21.0,4.2
glittering,smile,21.0,4.2
downtown,shore,21.0,4.2
fruit,sunflower,21.0,4.2
feline,reptiles,21.0,4.2
run,train,21.0,4.2
shopping,street,21.0,4.2
cat,garden,21.0,4.2
cute,mom,21.0,4.2
steel,wing,21.0,4.2
guy,walk,21.0,4.2
horse,work,21.0,4.2
chipmunk,wolf,21.0,4.2
red,shade,21.0,4.2
school,traffic,21.0,4.2
dance,hotel,21.0,4.2
sunny,winter,21.0,4.2
ceramic,colour,21.0,4.2
house,poster,21.0,4.2
colorful,frame,21.0,4.2
sweet,vine,21.0,4.2
barn,food,21.0,4.2
field,squirrel,21.0,4.2
brown,hawk,21.0,4.2
city,small,21.0,4.2
dark,violet,21.0,4.2
brick,interior,21.0,4.2
couple,female,21.0,4.2
cliff,sand,21.0,4.2
key,motor,21.0,4.2
square,town,21.0,4.2
misty,sunny,21.0,4.2
jean,washing,21.0,4.2
feet,piano,21.0,4.2
model,toes,21.0,4.2
crystal,spiral,21.0,4.2
cliff,shore,21.0,4.2
lake,whale,21.0,4.2
shore,waterfall,21.0,4.2
foliage,pink,21.0,4.2
hawk,insects,21.0,4.2
curled,whiskers,21.0,4.2
dessert,pepper,21.0,4.2
dinner,room,21.0,4.2
art,drive,21.0,4.2
dropped,time,21.0,4.2
hanging,sitting,21.0,4.2
skin,sunglasses,21.0,4.2
lunch,morning,21.0,4.2
drug,musicians,21.0,4.2
redhead,rusty,21.0,4.2
living,race,21.0,4.2
fell,stand,21.0,4.2
cliff,fence,21.0,4.2
misty,snow,21.0,4.2
gasoline,town,21.0,4.2
decoration,twigs,21.0,4.2
flowers,shade,21.0,4.2
skin,skirt,21.0,4.2
feel,idea,21.0,4.2
ruins,town,21.0,4.2
bedroom,breakfast,21.0,4.2
lunch,relaxed,21.0,4.2
fountain,hill,20.0,4.0
couple,males,20.0,4.0
bathroom,patio,20.0,4.0
dusk,hummingbird,20.0,4.0
guitar,vinyl,20.0,4.0
bright,fruit,20.0,4.0
dead,hanging,20.0,4.0
heart,wing,20.0,4.0
salad,sunflower,20.0,4.0
bedroom,patio,20.0,4.0
badge,metro,20.0,4.0
fun,time,20.0,4.0
dark,red,20.0,4.0
concrete,interior,20.0,4.0
cone,windmill,20.0,4.0
racing,shirt,20.0,4.0
mom,smile,20.0,4.0
object,scooter,20.0,4.0
cone,hill,20.0,4.0
breakfast,relaxed,20.0,4.0
friends,relaxed,20.0,4.0
fun,guy,20.0,4.0
black,bright,20.0,4.0
dancers,palace,20.0,4.0
frozen,salad,20.0,4.0
brown,hummingbird,20.0,4.0
escalator,railway,20.0,4.0
camel,outdoor,20.0,4.0
autumn,buds,20.0,4.0
males,old,20.0,4.0
held,nest,20.0,4.0
cute,mammals,20.0,4.0
baseball,show,20.0,4.0
patio,spring,20.0,4.0
mammals,nest,20.0,4.0
cow,pregnancy,20.0,4.0
fun,night,20.0,4.0
game,rocket,20.0,4.0
downtown,ruins,20.0,4.0
makeup,people,20.0,4.0
interior,porch,20.0,4.0
bed,patio,20.0,4.0
relaxed,sunshine,20.0,4.0
dark,yellow,20.0,4.0
floor,sitting,20.0,4.0
grave,number,20.0,4.0
mill,sunflower,20.0,4.0
farm,wind,20.0,4.0
